"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"54";"M1.34";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Métodos com Retorno";"054_M1_34_METODOS_COM_RETORNO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"55";"M1.35";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Métodos com Parâmetros";"055_M1_35_METODOS_COM_PARAMETROS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"56";"M1.36";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Sobrecarga de Métodos Inicial";"056_M1_36_SOBRECARGA_DE_METODOS_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"57";"M1.37";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Escopo de Variáveis";"057_M1_37_ESCOPO_DE_VARIAVEIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"58";"M1.38";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Passagem de Valores e Referências";"058_M1_38_PASSAGEM_DE_VALORES_E_REFERENCIAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"59";"M1.39";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Tratamento Inicial de Erros de Entrada";"059_M1_39_TRATAMENTO_INICIAL_DE_ERROS_DE_ENTRADA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"60";"M1.40";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Aula pratica guiada";"Debug Aplicado aos Fundamentos";"060_M1_40_DEBUG_APLICADO_AOS_FUNDAMENTOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"61";"M1.41";"M1";"Java fundamentos absolutos";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# Calculadora Profissional Console";"061_M1_41_MINI_PROJETO_CALCULADORA_PROFISSIONAL_CONSOLE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"62";"M2.01";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"JVM, Bytecode e Execução por Baixo";"062_M2_01_JVM_BYTECODE_E_EXECUCAO_POR_BAIXO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"63";"M2.02";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Stack, Heap e Referências";"063_M2_02_STACK_HEAP_E_REFERENCIAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"64";"M2.03";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Garbage Collector Conceitual";"064_M2_03_GARBAGE_COLLECTOR_CONCEITUAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"65";"M2.04";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Default Values e Inicialização";"065_M2_04_DEFAULT_VALUES_E_INICIALIZACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"66";"M2.05";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Null e NullPointerException";"066_M2_05_NULL_E_NULLPOINTEREXCEPTION_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"67";"M2.06";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"String Pool e Imutabilidade de String";"067_M2_06_STRING_POOL_E_IMUTABILIDADE_DE_STRING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"68";"M2.07";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"StringBuilder e StringBuffer";"068_M2_07_STRINGBUILDER_E_STRINGBUFFER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"69";"M2.08";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Wrappers e Autoboxing";"069_M2_08_WRAPPERS_E_AUTOBOXING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"70";"M2.09";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Conversões e Casting";"070_M2_09_CONVERSOES_E_CASTING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"71";"M2.10";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Math, Random e Números Utilitários";"071_M2_10_MATH_RANDOM_E_NUMEROS_UTILITARIOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"72";"M2.11";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"BigDecimal desde a Base";"072_M2_11_BIGDECIMAL_DESDE_A_BASE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"73";"M2.12";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Locale, NumberFormat e Formatação";"073_M2_12_LOCALE_NUMBERFORMAT_E_FORMATACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"74";"M2.13";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"java.time básico";"074_M2_13_JAVA_TIME_BASICO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"75";"M2.14";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Timezone e Instant";"075_M2_14_TIMEZONE_E_INSTANT_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"76";"M2.15";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Enum profissional";"076_M2_15_ENUM_PROFISSIONAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"77";"M2.16";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Records";"077_M2_16_RECORDS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"78";"M2.17";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Var com critério";"078_M2_17_VAR_COM_CRITERIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"79";"M2.18";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Varargs";"079_M2_18_VARARGS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"80";"M2.19";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Annotations básicas";"080_M2_19_ANNOTATIONS_BASICAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"81";"M2.20";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Reflection conceitual";"081_M2_20_REFLECTION_CONCEITUAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"82";"M2.21";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Sealed classes e interfaces";"082_M2_21_SEALED_CLASSES_E_INTERFACES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"83";"M2.22";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Pattern matching";"083_M2_22_PATTERN_MATCHING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"84";"M2.23";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Text blocks";"084_M2_23_TEXT_BLOCKS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"85";"M2.24";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Exceptions por baixo";"085_M2_24_EXCEPTIONS_POR_BAIXO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"86";"M2.25";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Entrada/saída básica com console robusto";"086_M2_25_ENTRADA_SAIDA_BASICA_COM_CONSOLE_ROBUSTO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"87";"M2.26";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Organização de pacotes desde cedo";"087_M2_26_ORGANIZACAO_DE_PACOTES_DESDE_CEDO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"88";"M2.27";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Aula pratica guiada";"Leitura de documentação oficial";"088_M2_27_LEITURA_DE_DOCUMENTACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"89";"M2.28";"M2";"Java Core profundo";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Mini projeto biblioteca Java Core";"089_M2_28_MINI_PROJETO_BIBLIOTECA_JAVA_CORE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"90";"M3.01";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"De main gigante para métodos pequenos";"090_M3_01_DE_MAIN_GIGANTE_PARA_METODOS_PEQUENOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"91";"M3.02";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 091 — M3.02 — Assinatura de método profissional";"091_M3_02_ASSINATURA_DE_METODO_PROFISSIONAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"92";"M3.03";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 092 — M3.03 — Coesão em métodos";"092_M3_03_COESAO_EM_METODOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"93";"M3.04";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 093 — M3.04 — Parâmetros demais e alternativas";"093_M3_04_PARAMETROS_DEMAIS_E_ALTERNATIVAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"94";"M3.05";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 094 — M3.05 — Retorno boolean para validação";"094_M3_05_RETORNO_BOOLEAN_PARA_VALIDACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"95";"M3.06";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 095 — Métodos de cálculo";"095_M3_06_METODOS_DE_CALCULO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"96";"M3.07";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 096 — Métodos de exibição";"096_M3_07_METODOS_DE_EXIBICAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"97";"M3.08";"M3";"Metodos, organizacao procedural e projetos console";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 097 — Métodos de leitura";"097_M3_08_METODOS_DE_LEITURA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
