"numero_aula";"arquivo_md";"h1";"titulo_extraido";"tamanho_bytes";"atualizado_em"
"517";"517_M17_12_DEPLOY_COM_MIGRACAO_SEM_DOWNTIME_OFICIAL.md";"# 517 - M17.12 - Deploy com migracao sem downtime";"Deploy com migracao sem downtime";"40668";"2026-07-12 19:10:15"
"518";"518_M17_13_CI_CD_PROFISSIONAL_VISAO_GERAL_OFICIAL.md";"# 518 - M17.13 - CI CD profissional visao geral";"CI CD profissional visao geral";"40355";"2026-07-12 19:15:24"
"519";"519_M17_14_GITHUB_ACTIONS_WORKFLOWS_OFICIAL.md";"# 519 - M17.14 - GitHub Actions workflows";"GitHub Actions workflows";"41102";"2026-07-12 19:21:30"
"520";"520_M17_15_PIPELINE_MAVEN_OFICIAL.md";"# 520 - M17.15 - Pipeline Maven";"Pipeline Maven";"42192";"2026-07-12 19:25:26"
"521";"521_M17_16_PIPELINE_TESTES_COBERTURA_QUALITY_GATE_OFICIAL.md";"# 521 - M17.16 - Pipeline testes cobertura quality gate";"Pipeline testes cobertura quality gate";"39939";"2026-07-12 19:33:12"
"522";"522_M17_17_PIPELINE_DOCKER_BUILD_PUSH_OFICIAL.md";"# 522 - M17.17 - Pipeline Docker build push";"Pipeline Docker build push";"42922";"2026-07-12 19:44:19"
"523";"523_M17_18_REGISTRY_GITHUB_CONTAINER_REGISTRY_OFICIAL.md";"# 523 - M17.18 - Registry GitHub Container Registry";"Registry GitHub Container Registry";"43808";"2026-07-12 19:52:13"
"524";"524_M17_19_SECRETS_EM_PIPELINE_OFICIAL.md";"# 524 - M17.19 - Secrets em pipeline";"Secrets em pipeline";"42082";"2026-07-12 19:56:07"
"525";"525_M17_20_AMBIENTES_DEV_HML_PROD_OFICIAL.md";"# 525 - M17.20 - Ambientes dev hml prod";"Ambientes dev hml prod";"41631";"2026-07-12 20:06:05"
"526";"526_M17_21_INFRAESTRUTURA_COMO_CODIGO_CONCEITUAL_OFICIAL.md";"# 526 - M17.21 - Infraestrutura como codigo conceitual";"Infraestrutura como codigo conceitual";"39014";"2026-07-12 20:10:48"
"527";"527_M17_22_KUBERNETES_FUNDAMENTOS_OFICIAL.md";"# 527 - M17.22 - Kubernetes fundamentos";"Kubernetes fundamentos";"40785";"2026-07-12 20:16:23"
"528";"528_M17_23_POD_DEPLOYMENT_SERVICE_OFICIAL.md";"# 528 - M17.23 - Pod Deployment Service";"Pod Deployment Service";"45813";"2026-07-12 20:49:43"
"529";"529_M17_24_CONFIGMAP_SECRET_OFICIAL.md";"# 529 - M17.24 - ConfigMap Secret";"ConfigMap Secret";"44356";"2026-07-12 20:56:56"
"530";"530_M17_25_PROBES_LIVENESS_READINESS_STARTUP_OFICIAL.md";"# 530 - M17.25 - Probes liveness readiness startup";"Probes liveness readiness startup";"43296";"2026-07-12 21:11:53"
"531";"531_M17_26_REQUESTS_LIMITS_OFICIAL.md";"# 531 - M17.26 - Requests limits";"Requests limits";"40876";"2026-07-12 21:21:58"
"532";"532_M17_27_INGRESS_OFICIAL.md";"# 532 - M17.27 - Ingress";"Ingress";"42003";"2026-07-12 21:26:27"
"533";"533_M17_28_HPA_OFICIAL.md";"# 533 - M17.28 - HPA";"HPA";"43506";"2026-07-12 21:35:48"
"534";"534_M17_29_VOLUMES_KUBERNETES_OFICIAL.md";"# 534 - M17.29 - Volumes Kubernetes";"Volumes Kubernetes";"43115";"2026-07-12 21:46:00"
"535";"535_M17_30_HELM_CONCEITUAL_OFICIAL.md";"# 535 - M17.30 - Helm conceitual";"Helm conceitual";"42132";"2026-07-12 21:53:24"
"536";"536_M17_31_NAMESPACE_RBAC_CONCEITUAL_OFICIAL.md";"# 536 - M17.31 - Namespace RBAC conceitual";"Namespace RBAC conceitual";"44148";"2026-07-12 21:58:43"
"537";"537_M17_32_CLOUD_CONCEITOS_PARA_BACKEND_OFICIAL.md";"# 537 - M17.32 - Cloud conceitos para backend";"Cloud conceitos para backend";"44697";"2026-07-12 22:07:20"
"538";"538_M17_33_AWS_VISAO_BACKEND_OFICIAL.md";"# 538 - M17.33 - AWS visao backend";"AWS visao backend";"43739";"2026-07-12 22:17:16"
"539";"539_M17_34_RDS_POSTGRESQL_OFICIAL.md";"# 539 - M17.34 - RDS PostgreSQL";"RDS PostgreSQL";"43621";"2026-07-12 22:22:51"
"540";"540_M17_35_SQS_SNS_OFICIAL.md";"# 540 - M17.35 - SQS SNS";"SQS SNS";"44319";"2026-07-12 22:36:26"
"541";"541_M17_36_REDIS_GERENCIADO_CONCEITUAL_OFICIAL.md";"# 541 - M17.36 - Redis gerenciado conceitual";"Redis gerenciado conceitual";"46984";"2026-07-12 22:49:38"
"542";"542_M17_37_OBJECT_STORAGE_S3_CONCEITUAL_OFICIAL.md";"# 542 - M17.37 - Object Storage S3 conceitual";"Object Storage S3 conceitual";"49822";"2026-07-12 22:57:18"
"543";"543_M17_38_CUSTOS_CLOUD_OFICIAL.md";"# 543 - M17.38 - Custos cloud";"Custos cloud";"45795";"2026-07-12 23:10:04"
"544";"544_M17_39_OBSERVACOES_DE_SEGURANCA_CLOUD_OFICIAL.md";"# 544 - M17.39 - Observacoes de seguranca cloud";"Observacoes de seguranca cloud";"47683";"2026-07-12 23:19:13"
"545";"545_M17_40_DEPLOY_EM_AMBIENTE_SIMPLES_OFICIAL.md";"# 545 - M17.40 - Deploy em ambiente simples";"Deploy em ambiente simples";"43805";"2026-07-12 23:38:40"
"546";"546_M17_41_PROJETO_API_PRONTA_PARA_DEPLOY_PARTE_1_OFICIAL.md";"# 546 - M17.41 - Projeto API pronta para deploy parte 1";"Projeto API pronta para deploy parte 1";"51641";"2026-07-12 23:47:35"
"547";"547_M17_42_PROJETO_API_PRONTA_PARA_DEPLOY_PARTE_2_OFICIAL.md";"# 547 - M17.42 - Projeto API pronta para deploy parte 2";"Projeto API pronta para deploy parte 2";"48713";"2026-07-12 23:54:46"
"548";"548_M17_43_PROJETO_API_PRONTA_PARA_DEPLOY_PARTE_3_OFICIAL.md";"# 548 - M17.43 - Projeto API pronta para deploy parte 3";"Projeto API pronta para deploy parte 3";"47755";"2026-07-13 00:13:35"
"549";"549_M17_44_REVISAO_DEVOPS_PARTE_1_OFICIAL.md";"# 549 - M17.44 - Revisao DevOps parte 1";"Revisao DevOps parte 1";"43405";"2026-07-13 00:17:01"
"550";"550_M17_45_REVISAO_DEVOPS_PARTE_2_OFICIAL.md";"# 550 - M17.45 - Revisao DevOps parte 2";"Revisao DevOps parte 2";"46234";"2026-07-13 00:25:09"
"551";"551_M17_46_PROVA_PRATICA_DEVOPS_OFICIAL.md";"# 551 - M17.46 - Prova pratica DevOps";"Prova pratica DevOps";"37699";"2026-07-13 08:34:09"
"552";"552_M17_47_REFATORACAO_FINAL_DEVOPS_OFICIAL.md";"# 552 - M17.47 - Refatoracao final DevOps";"Refatoracao final DevOps";"42608";"2026-07-13 08:37:53"
"553";"553_M17_48_AULA_ENSINAVEL_DEVOPS_OFICIAL.md";"# 553 - M17.48 - Aula ensinavel DevOps";"Aula ensinavel DevOps";"41039";"2026-07-13 08:42:06"
"554";"554_M17_49_CHECKLIST_OPERACIONAL_DE_DEPLOY_OFICIAL.md";"# 554 - M17.49 - Checklist operacional de deploy";"Checklist operacional de deploy";"44008";"2026-07-13 08:46:01"
"555";"555_M17_50_FECHAMENTO_DO_MODULO_17_OFICIAL.md";"# 555 - M17.50 - Fechamento do Modulo 17";"Fechamento do Modulo 17";"39970";"2026-07-13 08:50:11"
"556";"556_M18_01_LOGS_ESTRUTURADOS_OFICIAL.md";"# 556 - M18.01 - Logs estruturados";"Logs estruturados";"45586";"2026-07-13 10:10:09"
"557";"557_M18_02_CORRELATION_ID_TRACE_ID_OFICIAL.md";"# 557 - M18.02 - Correlation ID trace ID";"Correlation ID trace ID";"47793";"2026-07-13 10:15:47"
"558";"558_M18_03_ACTUATOR_OFICIAL.md";"# 558 - M18.03 - Actuator";"Actuator";"46609";"2026-07-13 10:25:36"
"559";"559_M18_04_MICROMETER_OFICIAL.md";"# 559 - M18.04 - Micrometer";"Micrometer";"49937";"2026-07-13 10:45:46"
"560";"560_M18_05_GOLDEN_SIGNALS_OFICIAL.md";"# 560 - M18.05 - Golden signals";"Golden signals";"41238";"2026-07-13 11:03:16"
"561";"561_M18_06_SLI_SLO_SLA_OFICIAL.md";"# 561 - M18.06 - SLI SLO SLA";"SLI SLO SLA";"38488";"2026-07-13 11:07:39"
"562";"562_M18_07_PROMETHEUS_OFICIAL.md";"# 562 - M18.07 - Prometheus";"Prometheus";"42549";"2026-07-13 11:15:48"
"563";"563_M18_08_GRAFANA_OFICIAL.md";"# 563 - M18.08 - Grafana";"Grafana";"46134";"2026-07-13 11:23:18"
"564";"564_M18_09_OPENTELEMETRY_OFICIAL.md";"# 564 - M18.09 - OpenTelemetry";"OpenTelemetry";"47301";"2026-07-13 11:30:10"
"565";"565_M18_10_TRACING_DISTRIBUIDO_OFICIAL.md";"# 565 - M18.10 - Tracing distribuido";"Tracing distribuido";"48944";"2026-07-13 12:53:13"
"566";"566_M18_11_ALERTAS_OFICIAL.md";"# 566 - M18.11 - Alertas";"Alertas";"48565";"2026-07-13 13:19:25"
"567";"567_M18_12_RUNBOOKS_OFICIAL.md";"# 567 - M18.12 - Runbooks";"Runbooks";"46679";"2026-07-13 13:26:33"
"568";"568_M18_13_POSTMORTEM_OFICIAL.md";"# 568 - M18.13 - Postmortem";"Postmortem";"46019";"2026-07-13 13:32:21"
"569";"569_M18_14_TROUBLESHOOTING_POR_LOGS_OFICIAL.md";"# 569 - M18.14 - Troubleshooting por logs";"Troubleshooting por logs";"45904";"2026-07-13 13:42:03"
"570";"570_M18_15_THREAD_DUMP_OFICIAL.md";"# 570 - M18.15 - Thread dump";"Thread dump";"47286";"2026-07-13 14:00:39"
"571";"571_M18_16_HEAP_DUMP_OFICIAL.md";"# 571 - M18.16 - Heap dump";"Heap dump";"46705";"2026-07-13 14:16:14"
"572";"572_M18_17_GC_LOGS_OFICIAL.md";"# 572 - M18.17 - GC logs";"GC logs";"45397";"2026-07-13 14:28:50"
"573";"573_M18_18_JVM_TUNING_BASICO_OFICIAL.md";"# 573 - M18.18 - JVM tuning basico";"JVM tuning basico";"45821";"2026-07-13 14:44:36"
"574";"574_M18_19_PROFILING_COM_JFR_OFICIAL.md";"# 574 - M18.19 - Profiling com JFR";"Profiling com JFR";"46398";"2026-07-13 14:48:58"
"575";"575_M18_20_JMC_ANALISE_DE_GARGALOS_OFICIAL.md";"# 575 - M18.20 - JMC analise de gargalos";"JMC analise de gargalos";"45560";"2026-07-13 14:53:31"
"576";"576_M18_21_CAPACITY_PLANNING_OFICIAL.md";"# 576 - M18.21 - Capacity planning";"Capacity planning";"46929";"2026-07-13 15:40:34"
"577";"577_M18_22_ORCAMENTO_DE_PERFORMANCE_OFICIAL.md";"# 577 - M18.22 - Orcamento de performance";"Orcamento de performance";"48154";"2026-07-13 17:03:16"
"578";"578_M18_23_LEITURA_DE_SATURACAO_OFICIAL.md";"# 578 - M18.23 - Leitura de saturacao";"Leitura de saturacao";"47948";"2026-07-13 17:16:11"
"579";"579_M18_24_PERFORMANCE_DE_API_OFICIAL.md";"# 579 - M18.24 - Performance de API";"Performance de API";"47781";"2026-07-13 17:24:47"
"580";"580_M18_25_PERFORMANCE_DE_BANCO_OFICIAL.md";"# 580 - M18.25 - Performance de banco";"Performance de banco";"48532";"2026-07-13 17:40:29"
"581";"581_M18_26_HIKARICP_TUNING_OFICIAL.md";"# 581 - M18.26 - HikariCP tuning";"HikariCP tuning";"49111";"2026-07-13 17:44:39"
"582";"582_M18_27_CACHE_LOCAL_CAFFEINE_OFICIAL.md";"# 582 - M18.27 - Cache local Caffeine";"Cache local Caffeine";"50289";"2026-07-13 17:50:11"
"583";"583_M18_28_CACHE_DISTRIBUIDO_REDIS_OFICIAL.md";"# 583 - M18.28 - Cache distribuido Redis";"Cache distribuido Redis";"51563";"2026-07-13 17:56:43"
"584";"584_M18_29_CACHE_INVALIDATION_OFICIAL.md";"# 584 - M18.29 - Cache invalidation";"Cache invalidation";"48473";"2026-07-13 18:03:14"
"585";"585_M18_30_LOAD_TESTING_K6_OU_GATLING_CONCEITUAL_OFICIAL.md";"# 585 - M18.30 - Load testing K6 ou Gatling conceitual";"Load testing K6 ou Gatling conceitual";"47585";"2026-07-13 18:07:13"
"586";"586_M18_31_TESTE_DE_STRESS_CARGA_PICO_OFICIAL.md";"# 586 - M18.31 - Teste de stress carga pico";"Teste de stress carga pico";"47495";"2026-07-13 18:10:58"
"587";"587_M18_32_CONCORRENCIA_JAVA_CLASSICA_OFICIAL.md";"# 587 - M18.32 - Concorrencia Java classica";"Concorrencia Java classica";"49030";"2026-07-13 18:14:58"
"588";"588_M18_33_THREADS_E_RUNNABLE_OFICIAL.md";"# 588 - M18.33 - Threads e Runnable";"Threads e Runnable";"51223";"2026-07-13 18:31:46"
"589";"589_M18_34_EXECUTORSERVICE_POOLS_OFICIAL.md";"# 589 - M18.34 - ExecutorService pools";"ExecutorService pools";"55961";"2026-07-13 18:37:59"
"590";"590_M18_35_COMPLETABLEFUTURE_OFICIAL.md";"# 590 - M18.35 - CompletableFuture";"CompletableFuture";"52371";"2026-07-13 18:59:44"
"591";"591_M18_36_VIRTUAL_THREADS_OFICIAL.md";"# 591 - M18.36 - Virtual threads";"Virtual threads";"53264";"2026-07-13 19:06:54"
"592";"592_M18_37_SINCRONIZACAO_LOCKS_ATOMIC_OFICIAL.md";"# 592 - M18.37 - Sincronizacao locks atomic";"Sincronizacao locks atomic";"53508";"2026-07-13 19:24:28"
"593";"593_M18_38_RACE_CONDITION_OFICIAL.md";"# 593 - M18.38 - Race condition";"Race condition";"53212";"2026-07-13 19:31:31"
"594";"594_M18_39_DEADLOCKS_EM_JAVA_OFICIAL.md";"# 594 - M18.39 - Deadlocks em Java";"Deadlocks em Java";"54336";"2026-07-13 19:45:50"
"595";"595_M18_40_BACKPRESSURE_CONCEITUAL_OFICIAL.md";"# 595 - M18.40 - Backpressure conceitual";"Backpressure conceitual";"51900";"2026-07-13 20:00:40"
"596";"596_M18_41_TIMEOUTS_EM_PRODUCAO_OFICIAL.md";"# 596 - M18.41 - Timeouts em producao";"Timeouts em producao";"52189";"2026-07-13 20:09:10"
"597";"597_M18_42_MEMORY_LEAK_DIAGNOSTICO_OFICIAL.md";"# 597 - M18.42 - Memory leak diagnostico";"Memory leak diagnostico";"50001";"2026-07-13 20:20:22"
"598";"598_M18_43_CPU_HIGH_DIAGNOSTICO_OFICIAL.md";"# 598 - M18.43 - CPU high diagnostico";"CPU high diagnostico";"49805";"2026-07-13 20:25:25"
"599";"599_M18_44_BANCO_LENTO_DIAGNOSTICO_OFICIAL.md";"# 599 - M18.44 - Banco lento diagnostico";"Banco lento diagnostico";"48560";"2026-07-13 20:39:49"
"600";"600_M18_45_RUNBOOK_DE_INCIDENTE_OFICIAL.md";"# 600 - M18.45 - Runbook de incidente";"Runbook de incidente";"50364";"2026-07-13 20:39:33"
"601";"601_M18_46_PROJETO_API_OBSERVAVEL_PARTE_1_OFICIAL.md";"# 601 - M18.46 - Projeto API observavel parte 1";"Projeto API observavel parte 1";"54834";"2026-07-14 08:16:19"
"602";"602_M18_47_PROJETO_API_OBSERVAVEL_PARTE_2_OFICIAL.md";"# 602 - M18.47 - Projeto API observavel parte 2";"Projeto API observavel parte 2";"52036";"2026-07-14 08:21:14"
"603";"603_M18_48_PROJETO_API_OBSERVAVEL_PARTE_3_OTIMIZACAO_OFICIAL.md";"# 603 - M18.48 - Projeto API observavel parte 3 otimizacao";"Projeto API observavel parte 3 otimizacao";"51447";"2026-07-14 08:39:58"
"604";"604_M18_49_REVISAO_PRODUCAO_PARTE_1_OFICIAL.md";"# 604 - M18.49 - Revisao producao parte 1";"Revisao producao parte 1";"43141";"2026-07-14 08:53:12"
"605";"605_M18_50_REVISAO_PRODUCAO_PARTE_2_OFICIAL.md";"# 605 - M18.50 - Revisao producao parte 2";"Revisao producao parte 2";"45157";"2026-07-14 10:12:52"
"606";"606_M18_51_PROVA_PRATICA_PRODUCAO_OFICIAL.md";"# 606 - M18.51 - Prova pratica producao";"Prova pratica producao";"40739";"2026-07-14 10:26:39"
"607";"607_M18_52_REFATORACAO_FINAL_PRODUCAO_OFICIAL.md";"# 607 - M18.52 - Refatoracao final producao";"Refatoracao final producao";"45460";"2026-07-14 11:31:27"
"608";"608_M18_53_AULA_ENSINAVEL_PRODUCAO_OFICIAL.md";"# 608 - M18.53 - Aula ensinavel producao";"Aula ensinavel producao";"41077";"2026-07-14 11:37:30"
"609";"609_M18_54_CHECKLIST_SRE_PARA_BACKEND_JAVA_OFICIAL.md";"# 609 - M18.54 - Checklist SRE para Backend Java";"Checklist SRE para Backend Java";"44333";"2026-07-14 11:59:30"
"610";"610_M18_55_FECHAMENTO_DO_MODULO_18_OFICIAL.md";"# 610 - M18.55 - Fechamento do Modulo 18";"Fechamento do Modulo 18";"39617";"2026-07-14 12:07:55"
"611";"611_M19_01_ARQUITETURA_EM_CAMADAS_OFICIAL.md";"# 611 - M19.01 - Arquitetura em camadas";"Arquitetura em camadas";"44071";"2026-07-14 12:12:33"
"612";"612_M19_02_CLEAN_ARCHITECTURE_OFICIAL.md";"# 612 - M19.02 - Clean Architecture";"Clean Architecture";"44122";"2026-07-14 12:28:04"
"613";"613_M19_03_ARQUITETURA_HEXAGONAL_OFICIAL.md";"# 613 - M19.03 - Arquitetura Hexagonal";"Arquitetura Hexagonal";"46406";"2026-07-14 13:15:04"
"614";"614_M19_04_PORTS_AND_ADAPTERS_OFICIAL.md";"# 614 - M19.04 - Ports and Adapters";"Ports and Adapters";"45141";"2026-07-14 13:19:34"
"615";"615_M19_05_MONOLITO_MODULAR_OFICIAL.md";"# 615 - M19.05 - Monolito modular";"Monolito modular";"43221";"2026-07-14 13:34:55"
"616";"616_M19_06_MODULARIZACAO_EM_JAVA_OFICIAL.md";"# 616 - M19.06 - Modularizacao em Java";"Modularizacao em Java";"45958";"2026-07-14 13:44:59"
"617";"617_M19_07_DDD_FUNDAMENTOS_OFICIAL.md";"# 617 - M19.07 - DDD fundamentos";"DDD fundamentos";"44862";"2026-07-14 13:49:48"
"618";"618_M19_08_DDD_ESTRATEGICO_OFICIAL.md";"# 618 - M19.08 - DDD estrategico";"DDD estrategico";"49989";"2026-07-14 14:13:57"
"619";"619_M19_09_DDD_TATICO_OFICIAL.md";"# 619 - M19.09 - DDD tatico";"DDD tatico";"52649";"2026-07-14 14:27:03"
"620";"620_M19_10_UBIQUITOUS_LANGUAGE_OFICIAL.md";"# 620 - M19.10 - Ubiquitous Language";"Ubiquitous Language";"48314";"2026-07-14 14:46:55"
"621";"621_M19_11_BOUNDED_CONTEXT_OFICIAL.md";"# 621 - M19.11 - Bounded Context";"Bounded Context";"50221";"2026-07-14 14:51:26"
"622";"622_M19_12_CONTEXT_MAP_OFICIAL.md";"# 622 - M19.12 - Context Map";"Context Map";"47774";"2026-07-14 14:55:25"
"623";"623_M19_13_ANTI_CORRUPTION_LAYER_OFICIAL.md";"# 623 - M19.13 - Anti Corruption Layer";"Anti Corruption Layer";"54161";"2026-07-14 14:59:57"
"624";"624_M19_14_ENTITY_VALUE_OBJECT_REVISITADOS_OFICIAL.md";"# 624 - M19.14 - Entity Value Object revisitados";"Entity Value Object revisitados";"54801";"2026-07-14 15:26:10"
"625";"625_M19_15_AGGREGATE_AGGREGATE_ROOT_OFICIAL.md";"# 625 - M19.15 - Aggregate Aggregate Root";"Aggregate Aggregate Root";"56024";"2026-07-14 16:55:44"
"626";"626_M19_16_REPOSITORY_EM_DDD_OFICIAL.md";"# 626 - M19.16 - Repository em DDD";"Repository em DDD";"55030";"2026-07-14 17:24:48"
"627";"627_M19_17_DOMAIN_SERVICE_OFICIAL.md";"# 627 - M19.17 - Domain Service";"Domain Service";"57321";"2026-07-14 17:30:52"
"628";"628_M19_18_APPLICATION_SERVICE_USE_CASE_OFICIAL.md";"# 628 - M19.18 - Application Service Use Case";"Application Service Use Case";"55898";"2026-07-14 17:43:21"
"629";"629_M19_19_DOMAIN_EVENTS_OFICIAL.md";"# 629 - M19.19 - Domain Events";"Domain Events";"56119";"2026-07-14 18:02:49"
"630";"630_M19_20_EVENT_STORMING_OFICIAL.md";"# 630 - M19.20 - Event Storming";"Event Storming";"48458";"2026-07-14 18:07:54"
"631";"631_M19_21_CQRS_OFICIAL.md";"# 631 - M19.21 - CQRS";"CQRS";"55559";"2026-07-14 18:15:19"
"632";"632_M19_22_EVENT_SOURCING_CONCEITUAL_OFICIAL.md";"# 632 - M19.22 - Event Sourcing conceitual";"Event Sourcing conceitual";"58721";"2026-07-14 18:25:28"
"633";"633_M19_23_ARQUITETURA_ORIENTADA_A_EVENTOS_OFICIAL.md";"# 633 - M19.23 - Arquitetura orientada a eventos";"Arquitetura orientada a eventos";"57679";"2026-07-14 18:35:00"
"634";"634_M19_24_CONSISTENCIA_EVENTUAL_OFICIAL.md";"# 634 - M19.24 - Consistencia eventual";"Consistencia eventual";"57035";"2026-07-14 18:41:38"
"635";"635_M19_25_CAP_OFICIAL.md";"# 635 - M19.25 - CAP";"CAP";"54026";"2026-07-14 18:49:18"
